,Real,Predicted,Set
44214,1,1,Train
71765,1,1,Train
20484,0,1,Train
12098,0,1,Train
8797,0,1,Train
30778,0,1,Train
13243,0,1,Train
11100,0,1,Train
66295,1,1,Train
927,0,1,Train
44398,1,1,Train
25748,0,1,Train
24436,0,1,Train
75526,1,1,Train
70306,1,1,Train
25685,0,1,Train
68211,1,1,Train
26375,0,1,Train
77867,1,1,Train
29510,0,1,Train
7350,0,1,Train
62064,1,1,Train
23847,0,1,Train
20048,0,1,Train
49760,1,1,Train
79984,1,1,Train
24900,0,1,Train
1366,0,1,Train
29117,0,1,Train
37975,0,1,Train
74655,1,1,Train
15304,0,1,Train
19742,0,1,Train
65669,1,1,Train
50279,1,1,Train
21978,0,1,Train
42785,1,1,Train
71627,1,1,Train
43977,1,1,Train
23191,0,1,Train
42763,1,1,Train
14669,0,1,Train
77978,1,1,Train
7175,0,1,Train
47870,1,1,Train
8647,0,1,Train
68988,1,1,Train
5603,0,1,Train
24149,0,1,Train
34643,0,1,Train
22717,0,1,Train
36628,0,1,Train
66080,1,1,Train
76447,1,1,Train
39200,0,1,Train
4182,0,1,Train
9044,0,1,Train
76296,1,1,Train
3705,0,1,Train
12415,0,1,Train
35348,0,1,Train
20062,0,1,Train
29122,0,1,Train
76842,1,1,Train
55580,1,1,Train
38395,0,1,Train
38028,0,1,Train
12880,0,1,Train
53455,1,1,Train
13971,0,1,Train
65306,1,1,Train
55066,1,1,Train
54571,1,1,Train
80324,1,1,Train
40766,0,1,Train
54159,1,1,Train
61326,1,1,Train
20352,0,1,Train
42709,1,1,Train
57085,1,1,Train
50039,1,1,Train
33538,0,1,Train
41162,1,1,Train
41140,1,1,Train
43595,1,1,Train
16534,0,1,Train
38415,0,1,Train
20450,0,1,Train
51059,1,1,Train
47916,1,1,Train
6459,0,1,Train
72989,1,1,Train
34081,0,1,Train
23473,0,1,Train
64726,1,1,Train
16018,0,1,Train
67187,1,1,Train
12986,0,1,Train
46417,1,1,Train
34464,0,1,Train
69418,1,1,Train
54184,1,1,Train
25883,0,1,Train
1464,0,1,Train
56794,1,1,Train
23364,0,1,Train
30159,0,1,Train
71783,1,1,Train
24203,0,1,Train
60698,1,1,Train
17108,0,1,Train
39338,0,1,Train
33019,0,1,Train
2735,0,1,Train
53447,1,1,Train
50041,1,1,Train
566,0,1,Train
63617,1,1,Train
55121,1,1,Train
65670,1,1,Train
42552,1,1,Train
43982,1,1,Train
60157,1,1,Train
36875,0,1,Train
4531,0,1,Train
67175,1,1,Train
76453,1,1,Train
27884,0,1,Train
17761,0,1,Train
55170,1,1,Train
45332,1,1,Train
52370,1,1,Train
9235,0,1,Train
15020,0,1,Train
18547,0,1,Train
18131,0,1,Train
12187,0,1,Train
76209,1,1,Train
76056,1,1,Train
58092,1,1,Train
26713,0,1,Train
49082,1,1,Train
7586,0,1,Train
60346,1,1,Train
623,0,1,Train
15367,0,1,Train
12474,0,1,Train
64351,1,1,Train
52593,1,1,Train
17962,0,1,Train
60781,1,1,Train
65379,1,1,Train
54867,1,1,Train
283,0,1,Train
9315,0,1,Train
27997,0,1,Train
33692,0,1,Train
28135,0,1,Train
76754,1,1,Train
142,0,1,Train
33612,0,1,Train
52954,1,1,Train
14539,0,1,Train
54848,1,1,Train
5991,0,1,Train
38191,0,1,Train
37889,0,1,Train
14067,0,1,Train
804,0,1,Train
1765,0,1,Train
18670,0,1,Train
56524,1,1,Train
9773,0,1,Train
69333,1,1,Train
5729,0,1,Train
4218,0,1,Train
74192,1,1,Train
19245,0,1,Train
62139,1,1,Train
3221,0,1,Train
54827,1,1,Train
60543,1,1,Train
78,0,1,Train
40389,0,1,Train
57414,1,1,Train
24770,0,1,Train
75049,1,1,Train
22946,0,1,Train
2945,0,1,Train
64868,1,1,Train
57508,1,1,Train
71028,1,1,Train
66856,1,1,Train
25567,0,1,Train
9877,0,1,Train
70189,1,1,Train
80113,1,1,Train
27591,1,1,Train
57778,1,1,Train
71729,1,1,Train
7031,0,1,Train
79870,1,1,Train
62232,1,1,Train
15474,0,1,Train
14904,0,1,Train
31080,0,1,Train
30163,0,1,Train
12422,0,1,Train
27992,0,1,Train
57470,1,1,Train
7449,0,1,Train
51233,1,1,Train
70618,1,1,Train
13791,0,1,Train
7495,0,1,Train
35114,0,1,Train
61188,1,1,Train
75317,1,1,Train
22907,0,1,Train
10779,0,1,Train
72612,1,1,Train
30958,0,1,Train
29161,0,1,Train
78810,1,1,Train
34646,0,1,Train
9601,0,1,Train
55789,1,1,Train
4505,0,1,Train
73456,1,1,Train
35514,0,1,Train
56568,1,1,Train
51757,1,1,Train
26176,0,1,Train
72243,1,1,Train
7126,0,1,Train
68186,1,1,Train
68464,1,1,Train
37954,0,1,Train
3931,0,1,Train
35040,0,1,Train
27381,0,1,Train
53429,1,1,Train
12386,0,1,Train
2133,0,1,Train
50741,1,1,Train
32052,0,1,Train
51394,1,1,Train
52238,1,1,Train
67131,1,1,Train
30963,0,1,Train
41413,1,1,Train
64728,1,1,Train
39378,0,1,Train
47813,1,1,Train
11011,0,1,Train
28366,0,1,Train
22903,0,1,Train
72088,1,1,Train
31400,0,1,Train
29752,0,1,Train
65515,1,1,Train
75122,1,1,Train
44279,1,1,Train
25677,0,1,Train
37434,0,1,Train
55767,1,1,Train
48424,1,1,Train
3434,0,1,Train
4662,0,1,Train
7362,0,1,Train
58387,1,1,Train
69717,1,1,Train
60884,1,1,Train
29994,0,1,Train
40453,0,1,Train
51387,1,1,Train
61341,1,1,Train
44424,1,1,Train
31044,0,1,Train
65119,1,1,Train
71794,1,1,Train
80070,1,1,Train
55949,1,1,Train
13728,0,1,Train
56001,1,1,Train
6708,0,1,Train
5472,0,1,Train
63301,1,1,Train
70911,1,1,Train
18583,0,1,Train
74524,1,1,Train
8370,0,1,Train
3219,0,1,Train
73593,1,1,Train
66579,1,1,Train
4029,0,1,Train
48370,1,1,Train
30588,0,1,Train
10251,0,1,Train
28654,0,1,Train
58827,1,1,Train
29798,0,1,Train
41265,1,1,Train
36557,0,1,Train
66645,1,1,Train
71797,1,1,Train
60510,1,1,Train
64780,1,1,Train
55518,1,1,Train
21897,0,1,Train
60451,1,1,Train
31893,0,1,Train
44746,1,1,Train
50958,1,1,Train
55203,1,1,Train
1234,0,1,Train
5831,0,1,Train
65724,1,1,Train
15214,0,1,Train
60254,1,1,Train
5229,0,1,Train
29414,0,1,Train
36661,0,1,Train
53542,1,1,Train
49368,1,1,Train
24249,0,1,Train
28628,0,1,Train
22950,0,1,Train
3125,0,1,Train
79754,1,1,Train
54542,1,1,Train
44805,1,1,Train
52007,1,1,Train
75768,1,1,Train
70909,1,1,Train
58273,1,1,Train
20204,0,1,Train
21163,0,1,Train
55853,1,1,Train
68712,1,1,Train
80631,1,1,Train
32718,0,1,Train
9015,0,1,Train
69452,1,1,Train
60745,1,1,Train
41945,1,1,Train
20958,0,1,Train
75996,1,1,Train
50914,1,1,Train
52373,1,1,Train
9910,0,1,Train
45143,1,1,Train
54899,1,1,Train
2687,0,1,Train
4315,0,1,Train
16697,0,1,Train
37917,0,1,Train
30040,0,1,Train
36666,0,1,Train
55457,1,1,Train
75780,1,1,Train
58154,1,1,Train
70399,1,1,Train
42182,1,1,Train
58809,1,1,Train
31991,0,1,Train
38873,0,1,Train
31228,0,1,Train
45430,1,1,Train
56611,1,1,Train
3406,0,1,Train
19038,0,1,Train
58554,1,1,Train
51890,1,1,Train
29278,0,1,Train
36825,0,1,Train
71258,1,1,Train
53395,1,1,Train
15711,0,1,Train
52617,1,1,Train
59084,1,1,Train
19533,0,1,Train
7540,0,1,Train
16051,0,1,Train
19814,0,1,Train
40450,0,1,Train
19939,0,1,Train
25070,0,1,Train
22111,0,1,Train
60127,1,1,Train
60580,1,1,Train
73532,1,1,Train
6082,0,1,Train
69235,1,1,Train
21522,0,1,Train
78263,1,1,Train
73522,1,1,Train
12684,0,1,Train
4518,0,1,Train
28372,0,1,Train
9398,0,1,Train
13852,0,1,Train
11511,0,1,Train
43943,1,1,Train
2186,0,1,Train
37316,0,1,Train
65394,1,1,Train
3079,0,1,Train
8973,0,1,Train
58012,1,1,Train
20766,0,1,Train
1009,0,1,Train
7102,0,1,Train
27029,0,1,Train
15955,0,1,Train
24989,0,1,Train
8540,0,1,Train
1487,0,1,Train
44408,1,1,Train
30689,0,1,Train
44290,1,1,Train
79488,1,1,Train
24139,0,1,Train
15544,0,1,Train
70609,1,1,Train
66700,1,1,Train
10814,0,1,Train
7183,0,1,Train
71875,1,1,Train
19127,0,1,Train
56785,1,1,Train
46714,1,1,Train
30642,0,1,Train
68683,1,1,Train
7272,0,1,Train
24825,0,1,Train
32842,0,1,Train
25328,0,1,Train
75502,1,1,Train
73156,1,1,Train
64078,1,1,Train
80500,1,1,Train
23961,0,1,Train
72641,1,1,Train
64579,1,1,Train
8045,0,1,Train
60717,1,1,Train
6244,0,1,Train
37614,0,1,Train
76422,1,1,Train
23584,0,1,Train
32244,0,1,Train
11899,0,1,Train
10456,0,1,Train
32943,0,1,Train
77124,1,1,Train
29792,0,1,Train
34258,0,1,Train
57807,1,1,Train
59713,1,1,Train
50268,1,1,Train
7865,0,1,Train
58455,1,1,Train
19550,0,1,Train
78326,1,1,Train
32482,0,1,Train
77254,1,1,Train
9867,0,1,Train
53097,1,1,Train
50996,1,1,Train
70870,1,1,Train
6669,0,1,Train
19990,0,1,Train
38953,0,1,Train
32451,0,1,Train
41667,1,1,Train
66829,1,1,Train
24636,0,1,Train
49096,1,1,Train
27882,0,1,Train
27897,0,1,Train
3049,0,1,Train
68285,1,1,Train
78804,1,1,Train
56391,1,1,Train
63493,1,1,Train
41693,1,1,Train
72037,1,1,Train
51723,1,1,Train
15107,0,1,Train
449,0,1,Train
14971,0,1,Train
41645,1,1,Train
62773,1,1,Train
69368,1,1,Train
8976,0,1,Train
2445,0,1,Train
45425,1,1,Train
46440,1,1,Train
62727,1,1,Train
28979,0,1,Train
10436,0,1,Train
55978,1,1,Train
45633,1,1,Train
39366,0,1,Train
7289,0,1,Train
49886,1,1,Train
52928,1,1,Train
10122,0,1,Train
66286,1,1,Train
17006,0,1,Train
34239,0,1,Train
13909,0,1,Train
52661,1,1,Train
62725,1,1,Train
50811,1,1,Train
22423,0,1,Train
39753,0,1,Train
45255,1,1,Train
73119,1,1,Train
60291,1,1,Train
21507,0,1,Train
44633,1,1,Train
51143,1,1,Train
32971,0,1,Train
45656,1,1,Train
34042,0,1,Train
51944,1,1,Train
31767,0,1,Train
30068,0,1,Train
5203,0,1,Train
31675,0,1,Train
22305,0,1,Train
71877,1,1,Train
18863,0,1,Train
31488,0,1,Train
7457,0,1,Train
15555,0,1,Train
17039,0,1,Train
72156,1,1,Train
80375,1,1,Train
16797,0,1,Train
68080,1,1,Train
69178,1,1,Train
63211,1,1,Train
75866,1,1,Train
27372,0,1,Train
74716,1,1,Train
14985,0,1,Train
57800,1,1,Train
1209,0,1,Train
64191,1,1,Train
64007,1,1,Train
33618,0,1,Train
66011,1,1,Train
47863,1,1,Train
11807,0,1,Train
12230,0,1,Train
35188,0,1,Train
29103,0,1,Train
80428,1,1,Train
37073,0,1,Train
37366,0,1,Train
4773,0,1,Train
69805,1,1,Train
77799,1,1,Train
28860,0,1,Train
11810,0,1,Train
70789,1,1,Train
71671,1,1,Train
13501,0,1,Train
59291,1,1,Train
49848,1,1,Train
17461,0,1,Train
53538,1,1,Train
53868,1,1,Train
68617,1,1,Train
32315,0,1,Train
66417,1,1,Train
15507,0,1,Train
56037,1,1,Train
66397,1,1,Train
64205,1,1,Train
21135,0,1,Train
31582,0,1,Train
47880,1,1,Train
13356,0,1,Train
41000,1,1,Train
28414,0,1,Train
48089,1,1,Train
5708,0,1,Train
56899,1,1,Train
2609,0,1,Train
79369,1,1,Train
10601,0,1,Train
79650,1,1,Train
25638,0,1,Train
21755,0,1,Train
3163,0,1,Train
37983,0,1,Train
25928,0,1,Train
27573,0,1,Train
56946,1,1,Train
6628,0,1,Train
79536,1,1,Train
53921,1,1,Train
61333,1,1,Train
22425,0,1,Train
53717,1,1,Train
46204,1,1,Train
37004,0,1,Train
67574,1,1,Train
67375,1,1,Train
7218,0,1,Train
51823,1,1,Train
30668,0,1,Train
14337,0,1,Train
31004,0,1,Train
45259,1,1,Train
14103,0,1,Train
21597,0,1,Train
14515,0,1,Train
69167,1,1,Train
15505,0,1,Train
39517,0,1,Train
56745,1,1,Train
31037,0,1,Train
4165,0,1,Train
37341,0,1,Train
50055,1,1,Train
73561,1,1,Train
26559,0,1,Train
61927,1,1,Train
48428,1,1,Train
9733,0,1,Train
31394,0,1,Train
40091,0,1,Train
3305,0,1,Train
14812,0,1,Train
32789,0,1,Train
38996,0,1,Train
58149,1,1,Train
5680,0,1,Train
58381,1,1,Train
69879,1,1,Train
41959,1,1,Train
15245,0,1,Train
79918,1,1,Train
47933,1,1,Train
80466,1,1,Train
810,0,1,Train
18998,0,1,Train
64163,1,1,Train
38357,0,1,Train
68901,1,1,Train
60093,1,1,Train
71477,1,1,Train
70798,1,1,Train
64605,1,1,Train
21266,0,1,Train
69491,1,1,Train
78932,1,1,Train
71335,1,1,Train
16416,0,1,Train
79802,1,1,Train
44289,1,1,Train
217,0,1,Train
40486,0,1,Train
71914,1,1,Train
3286,0,1,Train
18350,0,1,Train
45495,1,1,Train
5990,0,1,Train
70504,1,1,Train
16228,0,1,Train
22667,0,1,Train
68727,1,1,Train
21298,0,1,Train
35203,0,1,Train
861,0,1,Train
63987,1,1,Train
8606,0,1,Train
17151,0,1,Train
55225,1,1,Train
1156,0,1,Train
18957,0,1,Train
24329,1,1,Train
41900,1,1,Train
52225,1,1,Train
42758,1,1,Train
41681,1,1,Train
4982,0,1,Train
4171,0,1,Train
47623,1,1,Train
43549,1,1,Train
19219,0,1,Train
21757,0,1,Train
28837,0,1,Train
74173,1,1,Train
13066,0,1,Train
71772,1,1,Train
35603,0,1,Train
29801,0,1,Train
5996,0,1,Train
26920,0,1,Train
57808,1,1,Train
29173,0,1,Train
10819,0,1,Train
64995,1,1,Train
41672,1,1,Train
10013,0,1,Train
20083,0,1,Train
16202,0,1,Train
65906,1,1,Train
54851,1,1,Train
613,0,1,Train
43592,1,1,Train
44249,1,1,Train
14540,0,1,Train
55460,1,1,Train
65645,1,1,Train
28025,0,1,Train
58549,1,1,Train
46393,1,1,Train
11329,0,1,Train
26901,0,1,Train
65751,1,1,Train
48462,1,1,Train
30978,0,1,Train
56732,1,1,Train
26636,0,1,Train
76264,1,1,Train
64487,1,1,Train
5876,0,1,Train
13035,0,1,Train
70833,1,1,Train
12208,0,1,Train
6181,0,1,Train
47437,1,1,Train
38228,0,1,Train
58605,1,1,Train
25534,0,1,Train
69514,1,1,Train
62469,1,1,Train
9960,0,1,Train
16000,0,1,Train
39014,0,1,Train
53059,1,1,Train
66715,1,1,Train
8944,0,1,Train
51942,1,1,Train
4119,0,1,Train
78171,1,1,Train
53308,1,1,Train
69328,1,1,Train
25065,0,1,Train
48132,1,1,Train
74776,1,1,Train
15306,0,1,Train
22645,0,1,Train
25229,0,1,Train
14597,0,1,Train
41367,1,1,Train
57634,1,1,Train
80677,1,1,Train
45688,1,1,Train
5251,0,1,Train
45843,1,1,Train
74947,1,1,Train
31364,0,1,Train
76145,1,1,Train
79001,1,1,Train
50578,1,1,Train
31150,0,1,Train
71429,1,1,Train
57244,1,1,Train
46561,1,1,Train
17366,0,1,Train
17632,0,1,Train
39699,0,1,Train
15716,0,1,Train
633,0,1,Train
78109,1,1,Train
45154,1,1,Train
54251,1,1,Train
65722,1,1,Train
66328,1,1,Train
20717,0,1,Train
24666,0,1,Train
40464,0,1,Train
5074,0,1,Train
60983,1,1,Train
9186,0,1,Train
68808,1,1,Train
32351,0,1,Train
35189,0,1,Train
53293,1,1,Train
30252,0,1,Train
54794,1,1,Train
52489,1,1,Train
57426,1,1,Train
67892,1,1,Train
49388,1,1,Train
77170,1,1,Train
62459,1,1,Train
60808,1,1,Train
2410,0,1,Train
65313,1,1,Train
1497,0,1,Train
46345,1,1,Train
74849,1,1,Train
54361,1,1,Train
38372,0,1,Train
66238,1,1,Train
13059,0,1,Train
3316,0,1,Train
60478,1,1,Train
20502,0,1,Train
71379,1,1,Train
14714,0,1,Train
8899,0,1,Train
75596,1,1,Train
53282,1,1,Train
24253,0,1,Train
79963,1,1,Train
14786,0,1,Train
23463,0,1,Train
43105,1,1,Train
61441,1,1,Train
25722,0,1,Train
79299,1,1,Train
77854,1,1,Train
32100,0,1,Train
62109,1,1,Train
46459,1,1,Train
53552,1,1,Train
45399,1,1,Train
46432,1,1,Train
43817,1,1,Train
24391,0,1,Train
79217,1,1,Train
57938,1,1,Train
70097,1,1,Train
29922,0,1,Train
11203,0,1,Train
26232,0,1,Train
7703,0,1,Train
10542,0,1,Train
52529,1,1,Train
7250,0,1,Train
8608,0,1,Train
42251,1,1,Train
71505,1,1,Train
480,0,1,Train
64458,1,1,Train
66877,1,1,Train
21335,0,1,Train
37105,0,1,Train
61496,1,1,Train
51396,1,1,Train
44170,1,1,Train
26834,0,1,Train
9068,0,1,Train
69949,1,1,Train
65637,1,1,Train
20421,0,1,Train
33119,0,1,Train
68164,1,1,Train
40195,0,1,Train
5823,0,1,Train
72220,1,1,Train
24743,0,1,Train
16432,0,1,Train
42061,1,1,Train
53398,1,1,Train
33659,0,1,Train
62037,1,1,Train
14788,0,1,Train
49591,1,1,Train
46966,1,1,Train
39005,0,1,Train
76877,1,1,Train
43430,1,1,Train
10444,0,1,Train
12929,0,1,Train
77415,1,1,Train
26976,0,1,Train
1565,0,1,Train
34656,0,1,Train
50381,1,1,Train
41425,1,1,Train
34306,0,1,Train
80174,1,1,Train
79348,1,1,Train
77574,1,1,Train
22062,0,1,Train
38207,0,1,Train
58774,1,1,Train
33108,0,1,Train
317,1,1,Train
47537,1,1,Train
74533,1,1,Train
7078,0,1,Train
61945,1,1,Train
32876,0,1,Train
44923,1,1,Train
53723,1,1,Train
28123,0,1,Train
71600,1,1,Train
72358,1,1,Train
39304,0,1,Train
38331,0,1,Train
770,0,1,Train
75854,1,1,Train
37150,0,1,Train
27497,0,1,Train
59359,1,1,Train
73502,1,1,Train
42258,1,1,Train
75007,1,1,Train
64366,1,1,Train
23900,0,1,Train
15645,0,1,Train
8510,0,1,Train
54474,1,1,Train
65954,1,1,Train
59617,1,1,Train
13485,0,1,Train
66925,1,1,Train
32868,0,1,Train
21131,0,1,Train
40758,0,1,Train
54549,1,1,Train
682,0,1,Train
26151,0,1,Train
37244,0,1,Train
32570,0,1,Train
67769,1,1,Train
75654,1,1,Train
25067,0,1,Train
40018,0,1,Train
20223,0,1,Train
22542,0,1,Train
39356,0,1,Train
55672,1,1,Train
14581,0,1,Train
52457,1,1,Train
61037,1,1,Train
12536,0,1,Train
43824,1,1,Train
73732,1,1,Train
25848,0,1,Train
41665,1,1,Train
40699,0,1,Train
25562,0,1,Train
52517,1,1,Train
55328,1,1,Train
11015,0,1,Train
12859,0,1,Train
51617,1,1,Train
36663,0,1,Train
11489,0,1,Train
7503,1,1,Train
28993,0,1,Train
57526,1,1,Train
55815,1,1,Train
14700,0,1,Train
68395,1,1,Train
22047,0,1,Train
32066,0,1,Train
79452,1,1,Train
17924,0,1,Train
62365,1,1,Train
37836,0,1,Train
42297,1,1,Train
43252,1,1,Train
56259,1,1,Train
69148,1,1,Train
17770,0,1,Train
49732,1,1,Train
19617,0,1,Train
33389,0,1,Train
73029,1,1,Train
22971,0,1,Train
71901,1,1,Train
26218,0,1,Train
27118,0,1,Train
3973,0,1,Train
4826,0,1,Train
45979,1,1,Train
34892,0,1,Train
66277,1,1,Train
27645,0,1,Train
11768,0,1,Train
20570,0,1,Train
55763,1,1,Train
7667,0,1,Train
8578,0,1,Train
55573,1,1,Train
6766,0,1,Train
14350,0,1,Train
50549,1,1,Train
7524,0,1,Train
27015,0,1,Train
29384,0,1,Train
39600,0,1,Train
29280,0,1,Train
9243,0,1,Train
41007,1,1,Train
58223,1,1,Train
34448,0,1,Train
29216,0,1,Train
45586,1,1,Train
69059,1,1,Train
61213,1,1,Train
22385,0,1,Train
63842,1,1,Train
77005,1,1,Train
22815,0,1,Train
65979,1,1,Train
41355,1,1,Train
34156,0,1,Train
46379,1,1,Train
18868,0,1,Train
52787,1,1,Train
35745,0,1,Train
51891,1,1,Train
51498,1,1,Train
8040,0,1,Train
18289,0,1,Train
9762,0,1,Train
32639,0,1,Train
28450,0,1,Train
9588,0,1,Train
74044,1,1,Train
77261,1,1,Train
4732,0,1,Train
58145,1,1,Train
51381,1,1,Train
47619,1,1,Train
74706,1,1,Train
71737,1,1,Train
71152,1,1,Train
66359,1,1,Train
22022,0,1,Train
33951,0,1,Train
58805,1,1,Train
23892,0,1,Train
16674,1,1,Train
28348,0,1,Train
54173,1,1,Train
56343,1,1,Train
28907,0,1,Train
15934,0,1,Train
10613,0,1,Train
51841,1,1,Train
21736,0,1,Train
7284,0,1,Train
57930,1,1,Train
76836,1,1,Train
17506,0,1,Train
72769,1,1,Train
60494,1,1,Train
58062,1,1,Train
79874,1,1,Train
51135,1,1,Train
68034,1,1,Train
1450,0,1,Train
77515,1,1,Train
35793,0,1,Train
41383,1,1,Train
37378,0,1,Train
73440,1,1,Train
30249,0,1,Train
19292,0,1,Train
33505,0,1,Train
33638,0,1,Train
7800,0,1,Train
850,0,1,Train
46166,1,1,Train
3639,0,1,Train
54731,1,1,Train
68838,1,1,Train
34375,0,1,Train
22346,0,1,Train
76027,1,1,Train
42945,1,1,Train
7028,0,1,Train
74260,1,1,Train
27089,0,1,Train
42169,1,1,Train
2022,0,1,Train
21960,0,1,Train
2723,0,1,Train
68316,1,1,Train
47639,1,1,Train
48031,1,1,Train
74998,1,1,Train
35833,0,1,Train
38808,0,1,Train
17185,0,1,Train
46496,1,1,Train
72873,1,1,Train
1104,0,1,Train
71911,1,1,Train
58614,1,1,Train
79377,1,1,Train
32164,0,1,Train
73584,1,1,Train
59482,1,1,Train
4707,0,1,Train
46087,1,1,Train
28967,0,1,Train
54026,1,1,Train
69025,1,1,Train
46507,1,1,Train
33306,0,1,Train
79530,1,1,Train
38356,0,1,Train
77091,1,1,Train
54868,1,1,Train
49018,1,1,Train
80433,1,1,Train
9757,0,1,Train
74116,1,1,Train
1596,0,1,Train
19605,0,1,Train
28932,0,1,Train
39318,0,1,Train
37837,0,1,Train
3604,0,1,Train
64766,1,1,Train
61896,1,1,Train
49291,1,1,Train
69700,1,1,Train
67394,1,1,Train
18794,0,1,Train
58324,1,1,Train
17488,0,1,Train
41276,1,1,Train
30108,0,1,Train
58517,1,1,Train
32629,0,1,Train
77406,1,1,Train
46190,1,1,Train
41652,1,1,Train
71557,1,1,Train
61165,1,1,Train
4202,0,1,Train
59270,1,1,Train
74196,1,1,Train
57126,1,1,Train
54628,1,1,Train
13874,0,1,Train
25808,0,1,Train
18453,0,1,Train
465,0,1,Train
43410,1,1,Train
23361,0,1,Train
56334,1,1,Train
52458,1,1,Train
65713,1,1,Train
1770,0,1,Train
1508,0,1,Train
17129,0,1,Train
17886,0,1,Train
55772,1,1,Train
57328,1,1,Train
55577,1,1,Train
29062,0,1,Train
69553,1,1,Train
38979,0,1,Train
73078,1,1,Train
41878,1,1,Train
9270,0,1,Train
46192,1,1,Train
13142,0,1,Train
73013,1,1,Train
49043,1,1,Train
16714,0,1,Train
34672,0,1,Train
8488,0,1,Train
30361,0,1,Train
70037,1,1,Train
68179,1,1,Train
60502,1,1,Train
24964,0,1,Train
30556,0,1,Train
39833,0,1,Train
27205,0,1,Train
36475,0,1,Train
13996,0,1,Train
16578,0,1,Train
12736,0,1,Train
22294,0,1,Train
74917,1,1,Train
13011,0,1,Train
76803,1,1,Train
34694,0,1,Train
69271,1,1,Train
78087,1,1,Train
65706,1,1,Train
37287,0,1,Train
53322,1,1,Train
54023,1,1,Train
34231,0,1,Train
3067,0,1,Train
67066,1,1,Train
11258,0,1,Train
57077,1,1,Train
71304,1,1,Train
52420,1,1,Train
6534,0,1,Train
58112,1,1,Train
77008,1,1,Train
12057,0,1,Train
22137,0,1,Train
72396,1,1,Train
42762,1,1,Train
73653,1,1,Train
46201,1,1,Train
75557,1,1,Train
57936,1,1,Train
39869,0,1,Train
26153,0,1,Train
58858,1,1,Train
30765,0,1,Train
3379,0,1,Train
38888,0,1,Train
2418,0,1,Train
19938,0,1,Train
23738,0,1,Train
78110,1,1,Train
48965,1,1,Train
40014,0,1,Train
68937,1,1,Train
77816,1,1,Train
66094,1,1,Train
25814,0,1,Train
40219,1,1,Train
50283,1,1,Train
27739,0,1,Train
73970,1,1,Train
10364,0,1,Train
23203,0,1,Train
1264,0,1,Train
7852,0,1,Train
75938,1,1,Train
75741,1,1,Train
47689,1,1,Train
29496,0,1,Train
22249,0,1,Train
64039,1,1,Train
71539,1,1,Train
815,0,1,Train
80087,1,1,Train
29477,0,1,Train
12034,0,1,Train
26406,0,1,Train
69086,1,1,Train
56436,1,1,Train
37540,0,1,Train
3674,0,1,Train
59878,1,1,Train
54357,1,1,Train
51866,1,1,Train
3939,0,1,Train
11178,0,1,Train
71401,1,1,Train
79526,1,1,Train
61157,1,1,Train
14368,0,1,Train
37731,0,1,Train
38969,0,1,Train
57963,1,1,Train
33470,0,1,Train
47666,1,1,Train
38743,0,1,Train
10229,1,1,Train
80260,1,1,Train
54465,1,1,Train
46378,1,1,Train
65615,1,1,Train
68090,1,1,Train
70700,1,1,Train
70272,1,1,Train
32897,0,1,Train
48801,1,1,Train
52133,1,1,Train
18389,0,1,Train
72658,1,1,Train
55562,1,1,Train
26137,0,1,Train
68646,1,1,Train
31903,0,1,Train
6646,0,1,Train
37911,0,1,Train
263,0,1,Train
35288,0,1,Train
43029,1,1,Train
75685,1,1,Train
51131,1,1,Train
1562,0,1,Train
34544,0,1,Train
3690,0,1,Train
16135,0,1,Train
33553,0,1,Train
63357,1,1,Train
38223,0,1,Train
52631,1,1,Train
55948,1,1,Train
58629,1,1,Train
72027,1,1,Train
68004,1,1,Train
857,0,1,Train
4962,0,1,Train
38113,0,1,Train
34921,0,1,Train
61295,1,1,Train
36783,0,1,Train
14747,0,1,Train
33689,0,1,Train
25194,0,1,Train
42613,1,1,Train
5653,0,1,Train
68704,1,1,Train
30296,0,1,Train
29443,0,1,Train
35817,0,1,Train
36351,0,1,Train
23231,0,1,Train
60837,1,1,Train
29045,0,1,Train
76070,1,1,Train
36856,0,1,Train
78407,1,1,Train
23999,0,1,Train
17963,0,1,Train
30786,0,1,Train
5734,0,1,Train
49318,1,1,Train
6413,0,1,Train
79277,1,1,Train
72908,1,1,Train
51577,1,1,Train
61420,1,1,Train
73216,1,1,Train
64869,1,1,Train
66773,1,1,Train
3341,0,1,Train
69897,1,1,Train
31438,0,1,Train
55443,1,1,Train
59975,1,1,Train
48560,1,1,Train
27947,0,1,Train
38884,0,1,Train
63490,1,1,Train
41867,1,1,Train
49617,1,1,Train
43778,1,1,Train
66331,1,1,Train
4214,0,1,Train
46704,1,1,Train
4064,0,1,Train
1704,0,1,Train
41749,1,1,Train
19820,0,1,Train
77042,1,1,Train
47292,1,1,Train
42991,1,1,Train
39295,0,1,Train
45297,1,1,Train
38443,0,1,Train
21001,0,1,Train
23182,0,1,Train
46796,1,1,Train
18981,0,1,Train
52684,1,1,Train
16641,0,1,Train
33486,0,1,Train
71110,1,1,Train
4979,0,1,Train
15712,0,1,Train
75262,1,1,Train
18044,0,1,Train
18238,0,1,Train
60831,1,1,Train
69402,1,1,Train
76152,1,1,Train
75686,1,1,Train
65076,1,1,Train
2136,0,1,Train
75088,1,1,Train
77439,1,1,Train
15650,0,1,Train
39829,0,1,Train
70722,1,1,Train
36459,0,1,Train
36924,0,1,Train
67111,1,1,Train
